13,14,15,16,17,18,19,20,21,18,20,19,19,21,22,21,22,25,29,33,31,34,42,46,41,50,48,57,63,64,67,60, 
13,13,13,13,13,13,14,14,18,18,20,19,19,20,21,21,23,25,29,33,32,35,44,47,41,50,49,57,60,60,61,58, 
8,8,8,8,9,9,9,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,36,39,35,49,50,59,65,67,67,62, 
13,13,13,13,13,13,14,14,18,18,20,19,19,20,21,21,22,25,29,33,31,35,43,46,41,50,48,59,65,66,68,62, 
13,13,13,13,13,13,13,13,17,17,18,17,16,17,17,17,19,21,24,27,28,30,36,40,35,45,41,52,57,59,61,58, 
8,8,9,8,9,9,9,9,12,13,13,13,13,14,14,15,17,20,23,27,27,30,37,40,35,45,41,53,59,60,61,59, 
8,8,8,8,9,9,9,9,12,12,13,13,14,14,14,15,17,19,23,27,27,30,36,46,42,50,49,57,68,67,71,64, 
13,13,13,13,14,14,14,14,18,18,20,19,19,21,21,22,23,25,29,33,32,36,43,46,41,50,49,58,65,67,68,61, 
10,10,10,10,10,10,10,10,13,13,14,13,13,14,14,16,17,21,23,27,27,29,36,39,35,44,40,53,59,61,61,59, 
8,8,9,8,9,9,9,9,12,12,13,14,14,15,15,15,18,20,23,35,35,31,36,40,38,64,47,62,73,66,69,68, 
8,8,9,8,9,10,11,10,13,15,16,15,16,16,18,20,21,23,29,35,29,37,48,46,43,70,68,69,76,85,89,91, 
13,14,14,15,20,16,18,14,18,18,20,21,20,21,21,22,24,26,31,33,32,35,45,45,42,55,51,59,66,67,70,75, 
10,9,10,10,14,14,15,24,23,24,21,20,21,22,22,21,23,25,29,35,32,35,43,51,43,51,50,59,66,64,69,65, 
13,13,13,13,13,14,14,14,18,18,20,19,19,20,21,21,23,25,29,33,32,35,43,46,42,50,44,54,59,61,62,57, 
8,8,8,8,9,9,9,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,37,40,35,47,49,51,63,66,62,68, 
14,14,14,14,15,19,16,16,21,20,20,20,19,21,21,24,23,25,29,33,34,36,43,46,44,51,52,58,68,77,86,76, 
14,14,13,15,15,14,14,14,18,19,23,21,22,21,21,23,23,26,29,33,32,34,44,47,41,50,49,58,65,67,68,63, 
13,13,13,13,13,13,13,13,18,18,20,19,20,21,21,21,23,25,29,33,32,35,42,45,42,50,49,57,66,67,68,64, 
13,13,13,13,14,13,13,14,18,18,20,19,20,21,21,21,23,26,29,33,32,35,43,46,41,49,48,58,65,67,69,65, 
13,13,14,13,13,13,13,14,18,18,20,19,19,21,21,22,23,25,29,33,32,35,43,46,43,50,48,58,64,65,67,62, 
13,13,13,13,14,13,13,13,18,18,20,19,19,20,21,21,22,25,29,33,31,32,39,41,35,45,41,53,60,59,60,58, 
8,8,8,9,8,9,8,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,36,40,35,45,40,52,57,59,59,57, 
8,9,8,8,9,8,8,9,12,12,13,13,13,14,15,15,17,20,23,27,27,29,36,40,35,44,41,53,59,59,60,57, 
8,9,8,9,8,8,9,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,36,40,35,44,40,52,58,61,62,57, 
8,9,9,9,8,8,8,9,12,12,13,13,13,14,14,15,17,20,23,27,27,30,36,40,35,45,41,54,60,59,60,56, 
8,8,8,8,9,8,8,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,36,40,35,45,40,51,58,59,60,57, 
8,8,8,8,8,8,8,9,12,12,13,13,13,14,14,15,17,20,23,27,28,30,36,40,37,45,40,52,64,65,67,62, 
13,13,13,13,13,13,13,13,18,18,20,19,19,20,21,22,23,26,29,33,31,35,43,47,41,50,48,57,64,65,67,63, 
13,13,13,13,13,13,13,13,18,18,20,19,19,20,21,21,22,25,29,31,30,31,37,39,35,45,40,52,57,59,58,56, 
8,8,8,8,8,8,8,9,12,12,13,13,13,14,14,15,17,20,23,28,27,29,36,39,35,44,40,51,56,58,58,56, 
8,8,8,8,8,9,9,9,12,12,14,13,13,14,14,15,17,20,23,27,28,30,36,40,36,46,41,53,59,61,62,60, 
8,9,9,9,8,9,9,9,12,12,13,13,13,14,14,15,17,20,23,27,27,30,36,40,36,45,41,53,57,57,58,55, 
8,8,8,8,8,8,8,9,12,12,13,13,13,14,14,15,17,20,23,27,27,30,36,40,35,44,40,51,56,57,59,56, 
8,8,8,8,8,8,8,9,12,12,13,13,13,14,15,15,17,20,23,27,27,30,36,40,35,44,40,51,56,58,58,57, 
8,8,8,8,8,8,8,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,36,40,35,44,40,51,57,57,58,57, 
8,8,8,8,8,8,8,9,12,12,13,13,13,14,14,15,17,20,23,27,27,29,35,40,35,44,40,51,57,58,61,61, 
8,8,8,8,8,8,9,9,12,12,13,13,13,14,14,15,17,19,23,27,27,30,36,39,35,45,41,52,57,57,58,55, 
